Company_Name,Revenue_Growth_%,Operating_Margin_%,Net_Profit_Margin_%,Liabilities_to_Assets_Ratio,Asset_Turnover_Ratio,Revenue_Growth_Volatility,Revenue_CAGR
Petro Rabigh,12.684170343941107,5.302287823072412,7.90196887868144,85.0181850477645,0.6006251596287332,57.76748664658328,2.9278556299992875
SABIC,2.8250264812053656,8.796109403374533,5.457265595681901,83.48148042153777,0.49377927667671123,28.363753296049392,0.034700475086668625
Sipchem,11.01726570675466,22.651797214670555,28.488326900118114,32.725145964059315,0.3292857444946105,44.10280976561806,5.35563607952203
